,0,1,2,3
0,4.522681240000001,12.792139500000001,1.01,-3173.780638054037
1,4.522681240000001,12.792139500000001,1.67,-3203.60944537776
2,4.522681240000001,12.792139500000001,2.33,-3209.040147957532
3,4.522681240000001,12.792139500000001,2.99,-3199.5219955043167
4,4.522681240000001,15.458806166666667,1.01,-3141.4468421903707
5,4.522681240000001,15.458806166666667,1.67,-3171.6885128828653
6,4.522681240000001,15.458806166666667,2.33,-3178.503579431056
7,4.522681240000001,15.458806166666667,2.99,-3186.808475026898
8,4.522681240000001,18.125472833333333,1.01,-3129.236903683425
9,4.522681240000001,18.125472833333333,1.67,-3159.6749943963287
10,4.522681240000001,18.125472833333333,2.33,-3167.529264062908
11,4.522681240000001,18.125472833333333,2.99,-3177.30480870415
12,4.522681240000001,20.7921395,1.01,-3128.109650516982
13,4.522681240000001,20.7921395,1.67,-3158.6149994299985
14,4.522681240000001,20.7921395,2.33,-3167.2769876401644
15,4.522681240000001,20.7921395,2.99,-3173.1129001816016
16,7.189347906666667,12.792139500000001,1.01,-2958.478857704501
17,7.189347906666667,12.792139500000001,1.67,-2980.0102871398103
18,7.189347906666667,12.792139500000001,2.33,-2991.9903798193805
19,7.189347906666667,12.792139500000001,2.99,-3017.5410979705193
20,7.189347906666667,15.458806166666667,1.01,-2937.246060830421
21,7.189347906666667,15.458806166666667,1.67,-2957.934477216877
22,7.189347906666667,15.458806166666667,2.33,-2969.76813659621
23,7.189347906666667,15.458806166666667,2.99,-2981.6395672030408
24,7.189347906666667,18.125472833333333,1.01,-2934.0730323242797
25,7.189347906666667,18.125472833333333,1.67,-2954.043288034722
26,7.189347906666667,18.125472833333333,2.33,-2965.7162762442867
27,7.189347906666667,18.125472833333333,2.99,-3090.1037752171505
28,7.189347906666667,20.7921395,1.01,-2940.522617542742
29,7.189347906666667,20.7921395,1.67,-2959.8696901400644
30,7.189347906666667,20.7921395,2.33,-2971.37854142773
31,7.189347906666667,20.7921395,2.99,-2885.2597117063488
32,9.856014573333333,12.792139500000001,1.01,-2903.3915730450744
33,9.856014573333333,12.792139500000001,1.67,-2900.545495660339
34,9.856014573333333,12.792139500000001,2.33,-2901.4899250534327
35,9.856014573333333,12.792139500000001,2.99,-2874.8670121884597
36,9.856014573333333,15.458806166666667,1.01,-2885.7519539725495
37,9.856014573333333,15.458806166666667,1.67,-2882.982179534213
38,9.856014573333333,15.458806166666667,2.33,-2883.9055818718966
39,9.856014573333333,15.458806166666667,2.99,-2876.880578401111
40,9.856014573333333,18.125472833333333,1.01,-2885.510972719688
41,9.856014573333333,18.125472833333333,1.67,-2882.765627897343
42,9.856014573333333,18.125472833333333,2.33,-2883.652383654894
43,9.856014573333333,18.125472833333333,2.99,-2879.11764084957
44,9.856014573333333,20.7921395,1.01,-2894.429210657288
45,9.856014573333333,20.7921395,1.67,-2891.6780456653423
46,9.856014573333333,20.7921395,2.33,-2892.518856678502
47,9.856014573333333,20.7921395,2.99,-2892.4521582693014
48,12.52268124,12.792139500000001,1.01,-3163.407008161626
49,12.52268124,12.792139500000001,1.67,-3057.3165932096927
50,12.52268124,12.792139500000001,2.33,-3008.0982242837263
51,12.52268124,12.792139500000001,2.99,-2960.5498035514433
52,12.52268124,15.458806166666667,1.01,-3136.4757606541984
53,12.52268124,15.458806166666667,1.67,-3034.9093458465504
54,12.52268124,15.458806166666667,2.33,-2987.452403203971
55,12.52268124,15.458806166666667,2.99,-2959.8008484397524
56,12.52268124,18.125472833333333,1.01,-3128.391202476031
57,12.52268124,18.125472833333333,1.67,-3030.7594459599677
58,12.52268124,18.125472833333333,2.33,-2984.823621547326
59,12.52268124,18.125472833333333,2.99,-2961.573919451937
60,12.52268124,20.7921395,1.01,-3130.4593524032352
61,12.52268124,20.7921395,1.67,-3036.322412149959
62,12.52268124,20.7921395,2.33,-2991.7357948198687
63,12.52268124,20.7921395,2.99,-2978.883308437259
64,7.056014573333334,9.992139500000002,2.297,-3063.4144507925503
65,7.056014573333334,9.992139500000002,2.7590000000000003,-3085.599023753878
66,7.056014573333334,9.992139500000002,3.221,-3089.497759385858
67,7.056014573333334,9.992139500000002,3.6830000000000003,-3005.6752115503004
68,7.056014573333334,11.858806166666668,2.297,-3014.486911995656
69,7.056014573333334,11.858806166666668,2.7590000000000003,-3023.4156079821164
70,7.056014573333334,11.858806166666668,3.221,-2946.4386576659945
71,7.056014573333334,11.858806166666668,3.6830000000000003,-3025.2163033187994
72,7.056014573333334,13.725472833333335,2.297,-2988.5563617597263
73,7.056014573333334,13.725472833333335,2.7590000000000003,-2992.5132382539646
74,7.056014573333334,13.725472833333335,3.221,-2993.0059219152863
75,7.056014573333334,13.725472833333335,3.6830000000000003,-2929.3033790990926
76,7.056014573333334,15.5921395,2.297,-2976.229803695396
77,7.056014573333334,15.5921395,2.7590000000000003,-2987.565727157804
78,7.056014573333334,15.5921395,3.221,-2897.6638238990586
79,7.056014573333334,15.5921395,3.6830000000000003,-2910.02839569455
80,8.92268124,9.992139500000002,2.297,-2976.750877740215
81,8.92268124,9.992139500000002,2.7590000000000003,-2934.6419893170223
82,8.92268124,9.992139500000002,3.221,-2983.6637217544403
83,8.92268124,9.992139500000002,3.6830000000000003,-3637.5466289940236
84,8.92268124,11.858806166666668,2.297,-2931.6421135250957
85,8.92268124,11.858806166666668,2.7590000000000003,-2945.4586807460323
86,8.92268124,11.858806166666668,3.221,-2938.6736017017024
87,8.92268124,11.858806166666668,3.6830000000000003,-3186.0627447199213
88,8.92268124,13.725472833333335,2.297,-2908.9000109658855
89,8.92268124,13.725472833333335,2.7590000000000003,-2870.6973497414483
90,8.92268124,13.725472833333335,3.221,-2915.431339329039
91,8.92268124,13.725472833333335,3.6830000000000003,-3156.2924217870527
92,8.92268124,15.5921395,2.297,-2899.2973253905334
93,8.92268124,15.5921395,2.7590000000000003,-2902.363508022946
94,8.92268124,15.5921395,3.221,-2906.04695046045
95,8.92268124,15.5921395,3.6830000000000003,-3255.2376747559206
96,10.789347906666666,9.992139500000002,2.297,-2961.6133892266657
97,10.789347906666666,9.992139500000002,2.7590000000000003,-2967.3317231631045
98,10.789347906666666,9.992139500000002,3.221,-2964.516139177782
99,10.789347906666666,9.992139500000002,3.6830000000000003,-3442.5795303328814
100,10.789347906666666,11.858806166666668,2.297,-2917.2679203262596
101,10.789347906666666,11.858806166666668,2.7590000000000003,-2911.0910770693768
102,10.789347906666666,11.858806166666668,3.221,-2919.261400815647
103,10.789347906666666,11.858806166666668,3.6830000000000003,-3067.3815756596437
104,10.789347906666666,13.725472833333335,2.297,-2895.2187345989487
105,10.789347906666666,13.725472833333335,2.7590000000000003,-2875.0814541901614
106,10.789347906666666,13.725472833333335,3.221,-2901.1760057400725
