,0,1,2,3
0,4.052115024753979,3.737706500112779,1.01,-4280.931949938731
1,4.052115024753979,3.737706500112779,1.67,-4295.326345147161
2,4.052115024753979,3.737706500112779,2.33,-4745.531828712236
3,4.052115024753979,3.737706500112779,2.99,-5089.083070601739
4,4.052115024753979,5.737706500112779,1.01,-3696.6528003107605
5,4.052115024753979,5.737706500112779,1.67,-3717.3551626283634
6,4.052115024753979,5.737706500112779,2.33,-4117.11908639137
7,4.052115024753979,5.737706500112779,2.99,-4455.6429375207235
8,4.052115024753979,7.737706500112779,1.01,-3448.967992471009
9,4.052115024753979,7.737706500112779,1.67,-3473.0097968006303
10,4.052115024753979,7.737706500112779,2.33,-3858.1580878523446
11,4.052115024753979,7.737706500112779,2.99,-4175.97891748986
12,4.052115024753979,9.737706500112779,1.01,-3323.6885661663846
13,4.052115024753979,9.737706500112779,1.67,-3349.7634356549624
14,4.052115024753979,9.737706500112779,2.33,-3716.3206632206466
15,4.052115024753979,9.737706500112779,2.99,-4019.308265106608
16,5.385448358087312,3.737706500112779,1.01,-4084.531553529122
17,5.385448358087312,3.737706500112779,1.67,-4112.599798359462
18,5.385448358087312,3.737706500112779,2.33,-4466.719479573479
19,5.385448358087312,3.737706500112779,2.99,-4737.712758366879
20,5.385448358087312,5.737706500112779,1.01,-3518.1748626172357
21,5.385448358087312,5.737706500112779,1.67,-3547.8097318877963
22,5.385448358087312,5.737706500112779,2.33,-3865.0942238216567
23,5.385448358087312,5.737706500112779,2.99,-4125.853734448943
24,5.385448358087312,7.737706500112779,1.01,-3282.46986965318
25,5.385448358087312,7.737706500112779,1.67,-3312.5740701893633
26,5.385448358087312,7.737706500112779,2.33,-3608.2582721181066
27,5.385448358087312,7.737706500112779,2.99,-3858.5723835688136
28,5.385448358087312,9.737706500112779,1.01,-3166.10238107212
29,5.385448358087312,9.737706500112779,1.67,-3196.2657213344523
30,5.385448358087312,9.737706500112779,2.33,-3485.086321819725
